0,0.271,0.32269
1,0.069613,0.10138
2,0.050845,0.084938
3,0.04417,0.081754
4,0.041718,0.08219
5,0.039625,0.080375
6,0.037459,0.080359
7,0.036396,0.080786
8,0.035465,0.080057
9,0.035075,0.081911
10,0.033771,0.081319
11,0.032522,0.081104
12,0.032233,0.0826
13,0.032114,0.083262
14,0.030641,0.082203
15,0.030261,0.083834
16,0.029813,0.084245
17,0.029402,0.084395
18,0.028978,0.08415
19,0.028567,0.08497
20,0.027991,0.085303
21,0.027601,0.084774
22,0.027245,0.085785
23,0.027097,0.085578
24,0.026893,0.085935
25,0.026578,0.087014
26,0.02644,0.087705
27,0.025972,0.087645
28,0.026086,0.088723
29,0.025611,0.087913
30,0.025465,0.0884
31,0.025353,0.089514
32,0.025119,0.088734
33,0.025139,0.089198
34,0.02474,0.089278
35,0.024968,0.089597
36,0.024629,0.090304
37,0.024589,0.090692
38,0.024309,0.091129
39,0.024022,0.090879
40,0.023905,0.091507
41,0.023842,0.091327
42,0.023868,0.092623
43,0.023905,0.092522
44,0.023686,0.09317
45,0.023521,0.092267
46,0.023214,0.09311
47,0.023237,0.092564
48,0.023156,0.093121
49,0.023142,0.094223
50,0.022916,0.094075
51,0.022843,0.093988
52,0.022794,0.094575
53,0.022676,0.093908
54,0.02262,0.094255
55,0.022635,0.094613
56,0.022696,0.09449
57,0.022259,0.095197
58,0.022413,0.094555
59,0.022415,0.094457
60,0.022027,0.095353
61,0.022224,0.096555
62,0.022093,0.096307
63,0.022016,0.09615
64,0.021926,0.096511
65,0.022057,0.097108
66,0.021835,0.097091
67,0.021748,0.09715
68,0.021669,0.097548
69,0.021668,0.096933
70,0.021503,0.097471
71,0.021563,0.098332
72,0.021479,0.09759
73,0.021372,0.098335
74,0.021401,0.098026
75,0.021228,0.098413
76,0.021357,0.099102
77,0.02124,0.098642
78,0.021046,0.098386
