0,0.32106,0.32208
1,0.094789,0.10122
2,0.080688,0.096939
3,0.075582,0.092447
4,0.072887,0.091839
5,0.069176,0.089791
6,0.068364,0.089075
7,0.066624,0.089656
8,0.064123,0.088819
9,0.062449,0.087586
10,0.061321,0.086076
11,0.060932,0.087256
12,0.062548,0.087668
13,0.058932,0.086976
14,0.057884,0.087804
15,0.057944,0.085769
16,0.056899,0.088541
17,0.055513,0.086391
18,0.054403,0.087455
19,0.05536,0.087246
20,0.053083,0.08655
21,0.054385,0.088834
22,0.052838,0.086496
23,0.051602,0.086321
24,0.051231,0.086455
25,0.051337,0.088896
26,0.051321,0.087599
27,0.050506,0.087033
28,0.050496,0.088805
29,0.051349,0.09195
30,0.048798,0.088999
31,0.048603,0.088146
32,0.048363,0.088442
33,0.048467,0.088662
34,0.047726,0.088567
35,0.051748,0.09192
36,0.047267,0.089267
37,0.046434,0.089033
38,0.046196,0.088848
39,0.051439,0.098458
40,0.045433,0.089998
