0,0.27054,0.32216
1,0.078579,0.11211
2,0.065046,0.099341
3,0.065277,0.10106
4,0.058679,0.092355
5,0.059316,0.095637
6,0.053506,0.089918
7,0.055816,0.093527
8,0.053283,0.091262
9,0.051721,0.090992
10,0.050329,0.08872
11,0.049994,0.088423
12,0.051204,0.089354
13,0.048411,0.088648
14,0.048121,0.088456
15,0.0483,0.089608
16,0.046766,0.087652
17,0.046783,0.088375
18,0.046461,0.088428
19,0.048141,0.092405
20,0.046124,0.088805
21,0.04505,0.08845
22,0.045797,0.090118
23,0.044578,0.089128
24,0.04382,0.087819
25,0.043582,0.087717
26,0.043842,0.088152
27,0.042142,0.087798
28,0.042343,0.088542
29,0.041024,0.08758
30,0.041047,0.087656
31,0.040117,0.086717
32,0.040306,0.087869
33,0.039466,0.087135
34,0.039428,0.08574
35,0.0391,0.086955
36,0.039171,0.086295
37,0.039019,0.087938
38,0.038251,0.08688
39,0.038233,0.088997
40,0.037905,0.08805
41,0.037094,0.087464
42,0.036917,0.086788
43,0.036994,0.088251
44,0.036125,0.087198
45,0.03687,0.088628
46,0.035974,0.08789
47,0.037905,0.089926
48,0.035394,0.087298
49,0.035241,0.087651
50,0.035864,0.087806
51,0.035193,0.08763
52,0.035605,0.090094
53,0.034848,0.087771
54,0.035245,0.089366
55,0.035087,0.089271
56,0.0347,0.088107
57,0.034478,0.087327
58,0.034026,0.088346
59,0.034276,0.088671
60,0.034489,0.08925
61,0.033592,0.088056
62,0.033931,0.089098
63,0.0343,0.088341
64,0.033334,0.088301
65,0.033534,0.089003
66,0.033213,0.087334
67,0.033256,0.089246
68,0.033792,0.090376
69,0.033025,0.089261
70,0.033688,0.089004
71,0.033195,0.088087
72,0.033053,0.089961
73,0.033258,0.088231
74,0.032361,0.089548
75,0.032256,0.088682
76,0.032903,0.088259
77,0.032415,0.089386
78,0.032188,0.088885
79,0.033021,0.088964
80,0.032155,0.089513
81,0.032683,0.090511
82,0.03219,0.088103
83,0.031977,0.089752
84,0.032149,0.089693
85,0.032567,0.090013
86,0.031399,0.089425
87,0.031926,0.089501
88,0.032117,0.089767
89,0.032044,0.089402
90,0.031449,0.089273
91,0.031758,0.090842
92,0.031757,0.089946
93,0.031491,0.089183
94,0.031422,0.089783
95,0.031374,0.089935
96,0.032392,0.090789
97,0.031957,0.089517
98,0.031304,0.089
99,0.031303,0.089849
100,0.031145,0.089549
101,0.031438,0.090676
102,0.031235,0.09081
103,0.03107,0.09004
104,0.030958,0.089818
105,0.031188,0.089176
106,0.031057,0.090004
